"id","x","y","z","color","id2"
"1",43.3306397870183,25.5001429917149,-15.7367599611322,"cyan","S_C"
"2",65.9483064431697,60.3431160564057,20.1091227727166,"black","a"
"3",-45.9491132292897,1.19311712161785,-4.54806095860904,"green","S_D"
"4",52.7762016747147,64.2751133855891,-47.2836571304569,"black","a"
"5",32.9633947927505,6.61439888561864,77.6915455374574,"red","S_E"
"6",32.4193438980728,16.4965806711339,-45.7860331559977,"brown","S_F"
"7",-33.6813884787261,76.9318203493075,53.4693722965172,"yellow","S_A"
"8",38.6276331730187,30.4000365820204,37.0364996938409,"black","a"
"9",-9.37107689678669,-15.0934448444617,-2.79483117889971,"blue","S_B"
"10",-77.426523482427,-52.5484146102024,-35.2633720467693,"green","S_D"
"11",-91.6295326314867,16.8802114701383,-27.1837853028221,"green","S_D"
"12",-3.94471660256386,-76.0109516508102,54.4385166462678,"blue","S_B"
"13",8.23086998425424,-83.533689497576,-54.0239278305089,"blue","S_B"
"14",-29.4908946380019,-66.7458606414194,15.7546701904613,"blue","S_B"
"15",-1.03336246684194,85.3361218830319,-18.3491133616104,"yellow","S_A"
"16",45.1533338520676,77.8690619017569,7.79889555188517,"yellow","S_A"
"17",22.4105473142117,21.8493729389104,91.7126389632216,"red","S_E"
"18",-55.0658221356571,-54.4964664589759,-13.3306639005156,"black","a"
"19",56.4966609235853,-18.7911659313487,32.2242369969196,"cyan","S_C"
"20",-53.9189087692648,11.3262020224154,-57.6001063656068,"black","a"
"21",67.6062537357211,11.4351602935686,8.09657232921558,"cyan","S_C"
"22",-27.26901457645,46.9292858550444,-69.7739148737277,"brown","S_F"
"23",64.1398981679231,30.210033190741,-64.2558970177609,"black","a"
"24",48.3217700384557,-31.055265821133,77.8918406146175,"red","S_E"
"25",-92.5784477964044,-4.83275600414103,-16.7205301927985,"green","S_D"
"26",46.5927814599127,-28.9405320003563,11.9122276938009,"cyan","S_C"
"27",63.4159534238279,-73.6602322143151,-15.256514051915,"blue","S_B"
"28",-88.1857586558908,14.6704922722643,-4.34911076507835,"green","S_D"
"29",7.18112434260547,-1.17425998351023,-18.6733146970529,"brown","S_F"
"30",67.6896675489843,11.5425952631464,-32.1697934769083,"cyan","S_C"
"31",-15.8068393357098,42.957315218702,-56.8804820335722,"brown","S_F"
"32",43.6515284702182,0.581051016451084,74.6495573779969,"red","S_E"
"33",-27.6675924193114,23.4488153823486,-66.723267896555,"brown","S_F"
"34",8.37218700908124,-18.9720318192464,14.0425689517674,"blue","S_B"
"35",20.660506375134,33.6123374720317,77.7608701265053,"red","S_E"
"36",-79.9006959889084,-54.2065733040851,-19.8641333597966,"green","S_D"
"37",-65.5391023028642,-11.1076080188184,47.9629492526186,"green","S_D"
"38",15.3943005949259,25.7776447018201,-48.2711856890389,"brown","S_F"
"39",-35.5150286108255,-29.9458457458393,-56.9127584394817,"brown","S_F"
"40",-39.6896675229073,-0.642750645013592,77.7101846076883,"red","S_E"
"41",-61.9585930835456,13.44580271108,-47.3789815162757,"green","S_D"
"42",-80.9346745256335,-25.2356425185431,-49.1599803398845,"green","S_D"
"43",2.22766674123704,-9.29059694300594,-65.7177270519269,"brown","S_F"
"44",33.7937427219003,80.4551260750972,24.4831527042585,"yellow","S_A"
"45",94.1269494593143,20.195365425317,13.9352095721227,"cyan","S_C"
"46",93.998548341915,-2.48163784848648,24.334707043786,"cyan","S_C"
"47",-35.3808160871267,-82.8958427015484,12.5610821585883,"blue","S_B"
"48",-12.3394200578332,35.6028815565202,-86.8144643519132,"brown","S_F"
"49",-58.4613882005215,50.6095331988177,-0.263556660831071,"green","S_D"
"50",-35.295134363696,-10.021006103764,80.8031634775417,"red","S_E"
"51",34.9796770140529,-69.7493310414099,-20.64417565718,"blue","S_B"
"52",58.8445594534278,-40.5927306834067,26.9569314041898,"cyan","S_C"
"53",88.1039191968739,10.8397258602973,31.0238087097771,"cyan","S_C"
"54",19.1510619595647,5.1733092613983,-85.4833198917108,"brown","S_F"
"55",39.4744534511119,83.988073320907,-23.4504377866576,"yellow","S_A"
"56",-23.428726522252,80.0277845507659,27.7410783675094,"yellow","S_A"
"57",58.3622527308762,-6.5958566011894,17.1563665170201,"cyan","S_C"
"58",-50.4889823496342,41.7652965801313,-44.4789795664734,"black","a"
"59",-45.2152477111667,43.0010421102737,39.450709587247,"black","a"
"60",15.2004214469343,-31.7924628497762,-72.9025114001804,"brown","S_F"
"61",17.4549391958863,36.648213163598,-60.5486166234999,"brown","S_F"
"62",-59.0368094388396,-46.2309497278595,11.009548935002,"green","S_D"
"63",66.8430802412331,55.3028738706976,45.6857406856068,"black","a"
"64",-70.1848513446748,48.7294809600098,32.5586891568349,"green","S_D"
"65",-16.6330481879413,-0.745598667704556,-33.3577865668638,"brown","S_F"
"66",54.0766323916614,-27.4573964508955,36.9331288437385,"cyan","S_C"
"67",-34.0321059338748,88.6236122153732,-6.17045110551182,"yellow","S_A"
"68",-71.4062491897494,64.468601945126,-9.70106014804704,"black","a"
"69",-53.084560809657,-5.341178816332,62.8102481795815,"red","S_E"
"70",39.51116790995,-70.3833568625311,21.4758512054434,"blue","S_B"
"71",-47.5744486786425,43.3716863922834,14.4012372466806,"black","a"
"72",91.9292435515672,6.34926209320391,-38.439561968149,"cyan","S_C"
"73",-7.65378307551146,-38.6012821400752,43.4214724652243,"black","a"
"74",36.5456874947995,-90.0563235328717,22.3337561412006,"blue","S_B"
"75",67.1073930803686,24.7594235064449,-24.3647270018857,"cyan","S_C"
"76",78.2413083594292,-19.6621421787957,-13.5874756496048,"cyan","S_C"
"77",45.2893222682178,80.7797912300917,-33.7622634130314,"yellow","S_A"
"78",-46.3916337117553,84.6720201093621,-21.2432970388936,"yellow","S_A"
"79",62.620339775458,-51.4830858806663,8.02212332878789,"cyan","S_C"
"80",-78.5435528960079,-8.13119868513001,13.842524717898,"green","S_D"
"81",77.667788695544,57.7303096226195,-19.3451487299967,"cyan","S_C"
"82",-52.5086828973144,-76.9732111408151,36.1745615248264,"blue","S_B"
"83",-84.9384286440909,-28.1467117489745,-21.5576527172493,"green","S_D"
"84",68.9048520289361,24.8780695262927,31.5332467884478,"cyan","S_C"
"85",52.1235956810415,-42.4220317555459,-46.8917196825755,"black","a"
"86",5.95751577056944,97.0125837652773,23.1158416098021,"yellow","S_A"
"87",-13.9683624263853,-1.84199721137165,4.83110026767942,"green","S_D"
"88",-26.254076231271,-28.1970780965502,-2.72113964568804,"black","a"
"89",-26.4882617164403,56.0440365058075,-58.5692781161099,"black","a"
"90",9.73731437698007,-19.1869222050977,82.7785270439168,"red","S_E"
"91",67.2282619401813,10.2711660339012,15.5360526159703,"cyan","S_C"
"92",-11.0976100899279,4.34332919578608,72.5944130233103,"red","S_E"
"93",89.4038322847337,39.5959004730708,-17.49943657176,"cyan","S_C"
"94",68.2283274829388,29.9278063247216,-34.2532256780183,"cyan","S_C"
"95",60.8309055212885,-59.4182777942018,44.3875423532092,"black","a"
"96",75.6227256264538,-46.5786280918688,38.5725201004744,"cyan","S_C"
"97",15.6415255740285,71.9109862567848,-39.7942436293402,"yellow","S_A"
"98",50.1782654318959,-63.823787170851,31.8163884983859,"black","a"
"99",-84.7455747425556,36.4890633743536,-15.8920772878259,"green","S_D"
"100",48.0841246433556,-64.6936505570057,0.0383136483661417,"blue","S_B"
"101",-14.977708645165,4.8178439615909,3.00577297248496,"green","S_D"
"102",53.9490132126957,-82.1760711837255,8.14769043376793,"blue","S_B"
"103",-58.8911542668939,79.4957436376676,-3.23791189991461,"yellow","S_A"
"104",2.43235370144248,95.1142918867901,-21.3584642310637,"yellow","S_A"
"105",4.24443162046373,-75.5025680025635,-53.716515170751,"blue","S_B"
"106",-93.6867095995694,22.3850422598978,10.3651319054471,"green","S_D"
"107",-2.27533960714936,-14.6068440203316,-75.4032119202986,"brown","S_F"
"108",85.8768464997411,-29.1135187111698,-0.817943437584759,"cyan","S_C"
"109",-94.6016436908394,1.97968234630117,-26.0257884529739,"green","S_D"
"110",-3.52534097619355,-85.8601830519718,7.5543176249553,"blue","S_B"
"111",-8.63166125491261,-98.8084399890766,-12.6291272082159,"blue","S_B"
"112",-72.0167150255293,-31.2857287859962,24.4064721845744,"green","S_D"
"113",-25.5701374262571,-41.6461470704949,-21.5268499762487,"blue","S_B"
"114",-9.15895346552134,-81.5921145113314,-42.9916761219804,"blue","S_B"
"115",-61.0889995470643,-76.5376455357719,7.55135317384146,"blue","S_B"
"116",-90.5522515531629,-35.4329344146423,21.8121182791967,"green","S_D"
"117",-10.8333250973374,-1.99549388561202,26.6716724626624,"red","S_E"
"118",-84.4407422468066,-43.9696397742052,28.4772795800602,"green","S_D"
"119",-2.10674167610705,-92.2472749407317,-3.54735791755283,"blue","S_B"
"120",-53.0452831182629,72.0909241513739,26.3434797341407,"yellow","S_A"
"121",17.400733102113,37.4063893441824,30.8473552041774,"black","a"
"122",-15.1278895325959,94.1927037416813,15.7659542493202,"yellow","S_A"
"123",97.4675669334829,-11.3267684045825,3.71732741292266,"cyan","S_C"
"124",-51.9193697720766,48.8651414034424,-36.2400392968932,"black","a"
"125",67.9553026799113,-9.70627524262898,-68.1192937117373,"black","a"
"126",0.67593683488667,85.1874173668834,-41.5786279787473,"yellow","S_A"
"127",94.89840362221,4.00371490026339,30.7146476594588,"cyan","S_C"
"128",-61.256495770067,-5.56650977372287,67.5770902806737,"black","a"
"129",-62.3049431480467,-37.5647654341133,-48.6320747905208,"black","a"
"130",63.4560577571392,-75.1628302554745,-17.2980382712134,"blue","S_B"
"131",-11.972733726725,84.7671499369563,-34.2468782841009,"yellow","S_A"
"132",41.8736368883401,-44.3001705353047,-64.254124119497,"black","a"
"133",-23.83170905523,-27.6621675006394,49.8145032018945,"red","S_E"
"134",-48.5767763108015,-1.98212521485381,-54.0713554664171,"black","a"
"135",28.7475190591067,-70.590037851604,-51.2394524620694,"blue","S_B"
"136",-32.3405097704381,21.2830416879647,45.5178218796969,"red","S_E"
"137",25.3723227418959,-0.444899035038219,-5.60601189055649,"cyan","S_C"
"138",-86.206539394334,-5.89677242151136,-17.5700056736691,"green","S_D"
"139",13.8983837794513,-59.8279944480739,20.327162880682,"blue","S_B"
"140",-83.4050140809268,-11.5506074046491,-17.6801682543048,"green","S_D"
"141",-82.1997351944447,37.0115199544146,-17.7052400568902,"green","S_D"
"142",-97.0805717166513,23.9370942991626,-0.0909476645053484,"green","S_D"
"143",95.2016867231578,-15.9675395405536,9.25705518878294,"cyan","S_C"
"144",36.4004254341125,-9.85894708158175,-24.6315045084908,"cyan","S_C"
"145",-22.1959125716239,-51.4380350091378,-29.8704192719606,"blue","S_B"
"146",15.9751924220473,54.1461135620838,-64.1750853200759,"brown","S_F"
"147",-89.6236843429506,42.1937358597948,-7.04123818528059,"green","S_D"
"148",42.2213005367666,45.680638419088,-65.1757013489878,"black","a"
"149",64.7262383718044,-56.2153840147119,3.7168239256828,"cyan","S_C"
"150",-20.9703616797924,-3.92995552576929,65.5715401543259,"red","S_E"
"151",-95.0617845635861,-26.3341892078669,13.2941454291302,"green","S_D"
"152",40.5352723784745,37.1555721738373,-10.4080902714975,"black","a"
"153",52.8519863728434,-76.9240315083476,-12.7089657431668,"blue","S_B"
"154",-20.9939246065915,-42.2197210256917,-30.1190347413214,"blue","S_B"
"155",-92.2115101478994,8.96475840720185,32.8716394918596,"green","S_D"
"156",-93.2600002270192,-30.9904519582863,15.2523194303511,"green","S_D"
"157",-39.8811747785658,68.9434007809346,-8.6720044681739,"yellow","S_A"
"158",-94.6835039183497,-6.79156256027192,21.7666385444751,"green","S_D"
"159",-34.8898067139089,36.4991586385713,-27.5114102760225,"black","a"
"160",-40.8379270229489,-85.284266523817,-0.453038356372524,"blue","S_B"
"161",-62.9366385750473,63.7029637934161,2.09853853534735,"black","a"
"162",-47.1779416780919,-37.1626680030595,19.8486303121343,"green","S_D"
"163",-1.6444256529212,-57.0745299102438,10.7611164232611,"blue","S_B"
"164",39.5142616238445,-47.4078684651602,3.99417260839462,"blue","S_B"
"165",56.7804378923029,3.19364542146047,2.82705359123773,"cyan","S_C"
"166",24.0692309103906,88.8780638494705,10.6567774267329,"yellow","S_A"
"167",77.5733725633472,-35.5505070212298,21.9768576139297,"cyan","S_C"
"168",68.2991926092654,67.2838774741635,18.353570067704,"black","a"
"169",-45.5888435710222,62.2273536306088,53.9591816884436,"black","a"
"170",-5.37798036821187,62.8964109001201,-37.2796656095272,"yellow","S_A"
"171",-95.0717659201473,9.2725615289758,-0.0787900021589252,"green","S_D"
"172",27.0340481773019,11.3814063321308,59.9736280489766,"red","S_E"
"173",58.1606973428279,-48.2834881914838,-30.4321589273369,"black","a"
"174",-4.65844864957035,-75.593473957726,-58.3290714123577,"blue","S_B"
"175",-39.0650697983801,68.5130726193973,57.6114947959084,"black","a"
"176",-61.8416369426996,-71.358557459235,32.7173534016493,"black","a"
"177",-25.5577307194471,93.634403795809,19.8966400965384,"yellow","S_A"
"178",83.1438115797937,-34.2718623707789,-30.3988802744704,"cyan","S_C"
"179",2.42230696603656,51.2435273496972,-9.62833762842794,"yellow","S_A"
"180",76.5011359471828,63.8973589654065,-4.1664843925795,"cyan","S_C"
"181",-48.2210795860738,-40.5038009042669,-17.3336967998533,"black","a"
"182",-64.0557867009193,29.6390128155204,14.3574707931267,"green","S_D"
